year,half_year,trip,stem,verdict,expected_folder,found_folders,species,in_csv_as_missing_jpeg
2023,2023.1,2023-08-23 Honolulu Birds,_D5D9076,off_folder_cross_year,2023.1,2021.2,black kite,False
2023,2023.1,2023-08-23 Honolulu Birds,_D5D9209,off_folder_cross_year,2023.1,2021.4,arctic warbler,False
2023,2023.1,2023-08-23 Honolulu Birds,_D5D9242,off_folder_cross_year,2023.1,2021.5,gyrfalcon,False
2023,2023.1,2023-08-23 Snorkeling,_Z9C0116,off_folder_cross_year,2023.1,2024.7,rufous-bellied flycatcher,False
2023,2023.1,2023-08-24 Honolulu Birds,_D5D9303,off_folder_cross_year,2023.1,2021.1,tufted duck,False
2023,2023.1,2023-08-24 Honolulu Birds,_D5D9374,off_folder_cross_year,2023.1,2024.3,red-billed gull,False
2023,2023.1,2023-08-24 Honolulu Birds,_D5D9418,off_folder_cross_year,2023.1,2024.5,mallard,False
2023,2023.1,2023-08-24 Honolulu Birds,_D5D9431,off_folder_cross_year,2023.1,2021.3,mississippi kite,False
2023,2023.1,2023-08-24 Honolulu Birds,_D5D9608,off_folder_cross_year,2023.1,2024.5,mallard,False
2023,2023.1,2023-08-24 North Shore of Honolulu,_D5D9470,off_folder_cross_year,2023.1,2021.3,brown parrotbill,False
2023,2023.1,2023-08-24 North Shore of Honolulu,_D5D9499,off_folder_cross_year,2023.1,2024.5,dunlin and female mallard ducks in shallow water,False
2023,2023.1,2023-08-24 North Shore of Honolulu,_D5D9512,off_folder_cross_year,2023.1,2024.2,gadwall,False
2023,2023.1,2023-08-24 North Shore of Honolulu,_D5D9513,off_folder_cross_year,2023.1,2024.5,little grebe,False
2023,2023.1,2023-08-24 North Shore of Honolulu,_D5D9514,off_folder_cross_year,2023.1,2022,tufted duck,False
2023,2023.1,2023-08-24 North Shore of Honolulu,_D5D9561,off_folder_cross_year,2023.1,2024.2,gadwall,False
2023,2023.1,2023-08-24 North Shore of Honolulu,_Z9C0319,off_folder_cross_year,2023.1,2025.2,monk parakeet,False
2023,2023.1,2023-08-24 North Shore of Honolulu,_Z9C0327,off_folder_cross_year,2023.1,2025.2,monk parakeet,False
2023,2023.1,2023-08-24 North Shore of Honolulu,_Z9C0352,off_folder_cross_year,2023.1,2025.2,monk parakeet,False
2023,2023.1,2023-08-24 North Shore of Honolulu,_Z9C0370,off_folder_cross_year,2023.1,2024.2,white-tailed eagle,False
2023,2023.1,2023-08-24 North Shore of Honolulu,_Z9C0505,off_folder_cross_year,2023.1,2025.2,yellow-legged gull,False
2023,2023.1,2023-08-25 Ho’omaluhia Botanic Garden,_Z9C0593,off_folder_cross_year,2023.1,2024.2,great cormorant,False
2023,2023.1,2023-08-25 Ho’omaluhia Botanic Garden,_Z9C0639,off_folder_cross_year,2023.1,2025.4,northern pintail,False
2023,2023.1,2023-08-25 Ho’omaluhia Botanic Garden,_Z9C0680,off_folder_cross_year,2023.1,2024.2,peregrine falcon,False
2023,2023.1,2023-08-26 USS Arizona Memorial,_Z9C0692,off_folder_cross_year,2023.1,2024.5,rock pigeon,False
2023,2023.1,2023-08-26 USS Arizona Memorial,_Z9C0712,off_folder_cross_year,2023.1,2025.2,yellow-legged gull,False
2023,2023.1,2023-08-26 USS Arizona Memorial,_Z9C0796,off_folder_cross_year,2023.1,2024.5,black-chinned hummingbird,False
2023,2023.1,2023-08-26 USS Arizona Memorial,_Z9C0799,off_folder_cross_year,2023.1,2025.4,rufous-tailed treepie,False
2023,2023.1,2023-08-26 USS Arizona Memorial,_Z9C0829,off_folder_cross_year,2023.1,2024.2,tufted duck,False
2023,2023.1,2023-08-26 USS Arizona Memorial,_Z9C0840,off_folder_cross_year,2023.1,2024.5,dark-eyed junco,False
2024,2024.3,2024-04-21 Phillips Island,_D5D8679,off_folder_cross_year,2024.3,2021.6,crested bunting,False
2024,2024.3,2024-04-28 Tasmania Royal Botanic Garden,_D5D6244,off_folder_cross_year,2024.3,2021.2,eurasian hoopoe,False
2024,2024.3,2024-04-28 Tasmania Royal Botanic Garden,_D5D6400,off_folder_cross_year,2024.3,2022,northern lapwing,False
2024,2024.4,2024-05-10 Rotorua and Waiotapu,_D5D3268,off_folder_cross_year,2024.4,2021.3,arctic warbler,False
2025,2025.2,2025-06-04 Chefchaouen in Morocco,_D5C5517,off_folder_cross_year,2025.2,2021.5,greenshank,False
2025,2025.2,2025-06-08 Fes,_D5C6071,off_folder_cross_year,2025.2,2021.5,ruff,False
2025,2025.3,2025-07-08 Flåm,_D5C0750,off_folder_cross_year,2025.3,2021.6,black-tailed godwit,False
2025,2025.3,2025-07-08 Flåm,_D5C0794,off_folder_cross_year,2025.3,2021.1,eurasian wigeon,False
2025,2025.3,2025-07-08 Flåm,_Z9C7987,off_folder_cross_year,2025.3,2024.1,black-necked crane,False
2025,2025.3,2025-07-08 Flåm,_Z9C8109,off_folder_cross_year,2025.3,2024.4,dusky seaside sparrow,False
2025,2025.3,2025-07-15 Narreneset & Hamiltonbukta,_D5C4906,off_folder_cross_year,2025.3,2021.4,grey-cheeked warbler,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C6357,off_folder_cross_year,2025.4,2021.5,white-backed night heron,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C6982,off_folder_cross_year,2025.4,2021.5,bar-tailed godwit,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C7078,off_folder_cross_year,2025.4,2021.5,grey plover,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C7251,off_folder_cross_year,2025.4,2021.5,black-tailed godwit,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C7650,off_folder_cross_year,2025.4,2021.5,black-tailed godwit,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C7727,off_folder_cross_year,2025.4,2021.5,black-bellied plover and red-billed gull on mudflat,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C7730,off_folder_cross_year,2025.4,2021.5,grey plover,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C7731,off_folder_cross_year,2025.4,2021.5,black-bellied plover,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C8109,off_folder_cross_year,2025.4,2021.5,eurasian curlew,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C8151,off_folder_cross_year,2025.4,2021.5,bar-tailed godwit,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_Z9C1052,off_folder_cross_year,2025.4,2024.2,white-tailed eagle,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_Z9C1108,off_folder_cross_year,2025.4,2024.2,white-tailed eagle,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_Z9C1189,off_folder_cross_year,2025.4,2024.2,gadwall,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_Z9C1245,off_folder_cross_year,2025.4,2023.1,black chicken,False
2019,2019.11,2019-09-07 Musee d'Orsey,20190907-_DSC5089,off_folder_same_year,2019.11,2019.10,rock pigeon,False
2023,2023.1,2023-03-09 西湖国宾馆,_D5D6554,off_folder_same_year,2023.1,2023.2,hermit thrush,False
2024,2024.3,2024-04-21 Phillips Island,_D5D8577,off_folder_same_year,2024.3,2024.5,gadwall,False
2024,2024.4,2024-05-01 Gold Coast,_D5D6848,off_folder_same_year,2024.4,2024.3,magpie-lark,False
2024,2024.4,2024-05-01 Gold Coast,_D5D6878,off_folder_same_year,2024.4,2024.3,western swamphen,False
2024,2024.4,2024-05-01 Gold Coast,_D5D6949,off_folder_same_year,2024.4,2024.3,common moorhen,False
2024,2024.4,2024-05-01 Gold Coast,_D5D7036,off_folder_same_year,2024.4,2024.3,blue-billed duck,False
2024,2024.4,2024-05-01 Gold Coast,_D5D7045,off_folder_same_year,2024.4,2024.3,great cormorant,False
2024,2024.4,2024-05-01 Gold Coast,_D5D7077,off_folder_same_year,2024.4,2024.3,south island takahē,False
2024,2024.4,2024-05-01 Gold Coast,_D5D7098,off_folder_same_year,2024.4,2024.3,great cormorant,False
2024,2024.4,2024-05-01 Gold Coast,_D5D7162,off_folder_same_year,2024.4,2024.3,black-headed gull,False
2024,2024.4,2024-05-01 Gold Coast,_D5D7182,off_folder_same_year,2024.4,2024.3,pied currawong,False
2024,2024.4,2024-05-01 Gold Coast,_D5D7268,off_folder_same_year,2024.4,2024.3,speckled honeyeater,False
2024,2024.4,2024-05-01 Gold Coast,_D5D7292,off_folder_same_year,2024.4,2024.3,common myna,False
2025,2025.2,2025-05-10 Ostrach Garden,_D5C3325,off_folder_same_year,2025.2,2025.1,african jacana,False
2025,2025.2,2025-06-03 Tombeaux Pheniciens,_D5C5362,off_folder_same_year,2025.2,2025.3,black guillemot,False
2025,2025.3,2025-07-08 Flåm,_D5C0712,off_folder_same_year,2025.3,2025.4,white-vented myna,False
2025,2025.3,2025-07-08 Flåm,_D5C0932,off_folder_same_year,2025.3,2025.2,black-throated sparrow,False
2025,2025.3,2025-07-08 Flåm,_D5C0958,off_folder_same_year,2025.3,2025.2,acacia pied barbet,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C6579,off_folder_same_year,2025.4,2025.2,grey wagtail,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C6586,off_folder_same_year,2025.4,2025.2,grey wagtail,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C6902,off_folder_same_year,2025.4,2025.2,yellow-legged gull,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C6937,off_folder_same_year,2025.4,2025.1,eurasian collared dove,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C6964,off_folder_same_year,2025.4,2025.1,grey tit-babbler,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C7248,off_folder_same_year,2025.4,2025.2,mute swan,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C7274,off_folder_same_year,2025.4,2025.2,greylag goose,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C8096,off_folder_same_year,2025.4,2025.1,american white pelican,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C8108,off_folder_same_year,2025.4,2025.1,american white pelican,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C8255,off_folder_same_year,2025.4,2025.1,greater crested tern,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C8258,off_folder_same_year,2025.4,2025.1,little tern,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_D5C8260,off_folder_same_year,2025.4,2025.2,willow ptarmigan,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_Z9C1062,off_folder_same_year,2025.4,2025.2,hooded crow,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_Z9C1079,off_folder_same_year,2025.4,2025.2,brown-headed gull,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_Z9C1158,off_folder_same_year,2025.4,2025.2,yellow-legged gull,False
2025,2025.4,2025-07-18 Ny Ålesund and Kongsbreen,_Z9C1164,off_folder_same_year,2025.4,2025.2,mute swan,False
